"산업분류(1)","규모별(1)",2025.09,2025.09,2025.09,2025.09,2025.09,2025.09,2025.09,2025.09,2025.09,2025.09,2025.09,2025.09,2025.09,2025.09
"산업분류(1)","규모별(1)",전체근로일수 (일),상용근로일수 (일),임시일용근로일수 (일),전체근로시간 (시간),상용총근로시간 (시간),상용소정실근로시간 (시간),상용초과근로시간 (시간),임시일용근로시간 (시간),전체임금총액 (원),상용임금총액 (원),상용정액급여 (원),상용초과급여 (원),상용특별급여 (원),임시일용임금총액 (원)
"K.금융 및 보험업(64~66)"," -10인이상",20.5,20.5,20.6,168.4,168.8,163.2,5.6,153.7,7692735,7830319,5500070,196336,2133913,3055764
"K.금융 및 보험업(64~66)"," -30인이상",20.5,20.5,20.2,168.7,169.1,162.5,6.5,155.4,7486109,7623253,5609001,218162,1796091,3066086
"K.금융 및 보험업(64~66)","-1~9인",21.3,21.4,16.7,171.3,171.9,169.2,2.7,123.6,6058291,6102943,4546003,78923,1478017,1981541
"K.금융 및 보험업(64~66)","-1~29인",21.0,21.0,20.2,169.4,170.0,166.7,3.3,142.9,7152351,7237957,4938235,118345,2181378,2755088
"K.금융 및 보험업(64~66)"," -1~299인",20.8,20.8,20.3,168.9,169.3,165.0,4.3,151.2,6890087,7006175,4997357,146631,1862187,2681149
"K.금융 및 보험업(64~66)"," -5~299인",20.6,20.7,20.3,168.2,168.8,164.3,4.5,150.6,7104466,7240709,5115798,154023,1970888,2680709
"K.금융 및 보험업(64~66)","1~4인",21.6,21.6,22.0,173.5,173.5,170.3,3.2,176.0,5348697,5362018,4167051,94806,1100162,2700000
"K.금융 및 보험업(64~66)","5~9인",21.1,21.2,15.5,169.9,170.8,168.4,2.4,111.9,6522146,6592018,4796144,68439,1727435,1821065
"K.금융 및 보험업(64~66)","10~29인",20.6,20.6,21.4,167.8,168.3,164.5,3.8,149.8,8103195,8240039,5284529,153149,2802361,3032279
"K.금융 및 보험업(64~66)","30~99인",20.4,20.4,20.1,167.2,167.8,161.8,6.0,156.3,6394798,6600253,4991101,181688,1427464,2601274
"K.금융 및 보험업(64~66)","100~299인",20.4,20.3,21.7,168.6,168.7,161.5,7.2,166.5,6330652,6430237,5327193,241040,862004,2660160
"K.금융 및 보험업(64~66)","300인이상",20.6,20.6,19.7,169.5,169.9,163.3,6.6,149.0,8496926,8585377,6044426,230743,2310207,3966712
"L.부동산업(68)","전규모(1인이상)",20.3,20.4,17.4,174.2,176.4,175.4,1.0,119.4,3301906,3377057,3021960,76091,279006,1412180
"L.부동산업(68)"," -5인이상",20.0,20.1,15.9,183.3,184.0,182.7,1.3,151.9,3647977,3684075,3255166,98310,330599,2074606
"L.부동산업(68)"," -10인이상",20.3,20.4,16.0,176.9,177.9,176.3,1.6,146.8,3724006,3782928,3295614,101687,385626,2013798
"L.부동산업(68)"," -30인이상",20.5,20.7,15.6,170.1,172.2,169.5,2.7,121.7,4164733,4269551,3532114,119109,618328,1784476
"L.부동산업(68)","-1~9인",20.3,20.3,18.3,172.1,175.2,174.7,0.5,102.9,2983277,3067906,2813518,56594,197794,1051860
"L.부동산업(68)","-1~29인",20.2,20.3,17.9,175.1,177.3,176.7,0.6,118.8,3101244,3170541,2903914,66136,200490,1314359
"L.부동산업(68)"," -1~299인",20.2,20.3,17.9,174.5,176.5,175.6,0.9,121.6,3305751,3378108,3014562,74017,289530,1398496
"L.부동산업(68)"," -5~299인",20.0,20.0,16.9,184.7,185.0,183.8,1.2,170.1,3689083,3715493,3266835,97385,351273,2267947
